ID,Yas,Cinsiyet,Egitim,Medeni_Durum,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,KA1,KA2,KA3,KA4,KA5,KA6,KA7,KA8,OD1,OD2,OD3,OD4,OD5,OD6,OD7,OD8
745,23.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,,2.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,,2.0
746,31.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0
747,31.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0
748,36.0,1.0,3.0,1.0,5.0,4.0,5.0,5.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0
749,43.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,,3.0,2.0,3.0
750,20.0,1.0,3.0,1.0,2.0,2.0,,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,,3.0,2.0,2.0,3.0,4.0,2.0
751,40.0,2.0,5.0,2.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0
752,25.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0
753,30.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
754,,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,,2.0,3.0
755,24.0,1.0,4.0,,3.0,3.0,3.0,2.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0
756,,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,,3.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0
757,21.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0
758,18.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,,4.0,2.0,4.0,2.0
759,33.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,3.0,2.0,1.0,,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0
760,28.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0
761,24.0,1.0,3.0,,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,
762,44.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
763,24.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0
764,24.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0
765,18.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0
766,,1.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
767,36.0,1.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0
768,32.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
769,47.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0
770,21.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,2.0,3.0,4.0,,3.0
771,,1.0,,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,,3.0
772,,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
773,25.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,2.0,3.0,,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0
774,25.0,2.0,3.0,,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0
775,28.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
776,23.0,1.0,3.0,1.0,3.0,4.0,4.0,,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0
777,30.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
778,26.0,1.0,3.0,2.0,4.0,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
779,33.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
780,22.0,2.0,5.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0
781,30.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0
782,32.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0
783,19.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0
784,39.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0
785,25.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0
786,28.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0
787,28.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0
788,19.0,2.0,4.0,,3.0,2.0,3.0,2.0,,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0
789,43.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0
790,18.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,
791,24.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,,,3.0,1.0,2.0
792,24.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
793,39.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,,2.0,4.0,2.0,4.0,3.0,,2.0,3.0,3.0,3.0,3.0,3.0,2.0
794,29.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0
795,29.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,5.0,2.0,3.0,2.0,,3.0,3.0,3.0,2.0,3.0
796,34.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
797,35.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,,3.0,5.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,3.0,4.0
798,30.0,2.0,4.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0
799,36.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
800,31.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0
801,24.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0
802,23.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0
803,29.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,1.0
804,19.0,2.0,5.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
805,28.0,1.0,2.0,2.0,,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,
806,29.0,2.0,,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0
807,33.0,1.0,1.0,3.0,3.0,3.0,4.0,,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0
808,32.0,1.0,4.0,,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0
809,30.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0
810,48.0,3.0,4.0,2.0,3.0,4.0,3.0,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
811,18.0,1.0,4.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0
812,33.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0
813,18.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0
814,23.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0
815,30.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,,2.0,2.0,4.0,2.0,4.0,2.0
816,56.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,3.0
817,23.0,2.0,3.0,1.0,4.0,4.0,,4.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,,3.0,3.0,4.0,3.0,2.0,3.0
818,24.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0
819,25.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0
820,41.0,1.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0
821,27.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0
822,44.0,1.0,1.0,,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0
823,33.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0
824,27.0,1.0,1.0,,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0
825,28.0,1.0,4.0,1.0,3.0,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,1.0
826,35.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
827,18.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
828,27.0,,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0
829,24.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,,3.0,3.0,3.0,,4.0,3.0,3.0
830,32.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0
831,35.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0
832,,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0
833,30.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,,4.0,3.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0
834,,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0
835,31.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0
836,31.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0
837,30.0,1.0,5.0,2.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,3.0
838,23.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
839,39.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0
840,29.0,1.0,3.0,1.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,,4.0,3.0,5.0,3.0,,3.0,4.0,4.0,2.0
841,18.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0
842,22.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0
